frase_nombre,isnombre
Es entonces que la condena en este concepto dependera del arbitrio judicial,0
 y sera el suscrito juez a quien le corresponde la tarea de analizar el caso concreto para ponderar las motivaciones que tuvieron las partes para concurrir al juicio y su conducta procesal,0
 para advertir si de ellas se deduce que hayan actuado con temeridad o mala fe,0
 que deba ser castigada a traves del pago de las costas.,0
Lo anterior,0
 se advierte de la contradiccion de tesis 69/97,0
 entre las sustentadas por el Primer Tribunal Colegiado en Materia Civil del Tercer Circuito y el Tercer Tribunal Colegiado del Sexto Circuito,0
 que resolvio la Primera Sala de la Suprema Corte de Justicia de la Nacion,0
" y que cuyo rubro es ""COSTAS EN UN JUICIO EJECUTIVO MERCANTIL. SU PROCEDENCIA CUANDO LA CONDENA EN EL JUICIO FUE UNICAMENTE PARCIAL",0
" DEPENDERA DEL PRUDENTE ARBITRIO DEL JUZGADOR.""",0
En este sentido,0
 del sumario se advierte,0
 por una parte,0
 que la accionante reclamo diversos conceptos a la parte demandada,0
 a traves de la presente via. Tales como,0
 el pago de dinero que se derive del concepto de danos y perjuicios,0
 respecto de la cual,0
 la parte demandada obtuvo su absolucion.,0
Por otra parte,0
 de autos se advierte que la parte reo,0
 si bien,0
 comparecio a dar contestacion a la demanda instaurada en su contra,0
 oponiendo las excepciones de su intencion; no interpuso recursos o presento promociones notoriamente frivolas o improcedentes con el animo de postergaran,0
 o retardar indefinidamente el procedimiento. De ahi,0
 que no podamos establecer que haya desplegado una conducta temeraria o de mala fe,0
 pues,0
 a nadie le esta prohibido abusar de muchas defensas.,0
Empero,0
 en los considerandos que anteceden de igual modo,0
 se establecio el que la parte accionante cumplio con la carga demostrativa que le correspondia en cuanto a la accion deducida en el particular,0
 acreditandose su accion cambiaria a traves de la via ejecutiva mercantil.,0
Dicho en otras palabras,0
 se concluye que en el presente caso,0
 no existe temeridad ni mala fe en las conductas desplegadas por las partes,0
 durante el desarrollo legal del presente procedimiento. ,0
Por ende,0
 dado que en el particular no se actualizo ninguna de las hipotesis a que se refiere el articulo 1084 del Codigo de Comercio para fincar la condena en costas como lo prevenga la ley,0
 resulto necesario acudir a la temeridad y mala fe,0
 por lo que una vez analizada la conducta procesal de ambos contendientes,0
 se determina que ninguna se condujo con temeridad o mala fe durante el desarrollo del juicio. Circunstancias que son suficientes para estimar la inexistencia de conducta temeraria en su actuar. Confiere claridad a lo anterior la jurisprudencia emitida por el Decimo Primer Tribunal Colegiado en Materia Civil del Primer Circuito,0
" con rubro ""COSTAS. CONCEPTO DE TEMERIDAD O MALA FE PARA DECRETAR SU CONDENA.""",0
Consecuentemente,0
 se estima que ninguna de las partes actuo con temeridad o mala fe,0
 y por tal motivo,0
 no se hace condena especial en costas,0
 por lo que hace a esta instancia,0
 con fundamento en lo dispuesto por el articulo 1084 del Codigo de Comercio en cita,0
 debiendo soportar cada una de las partes las que hubieren erogado la tramitacion del presente procedimiento.,0
"	Por lo anteriormente expuesto y fundado",0
 es de resolverse y se resuelve:,0
PRIMERO: Se declara justificada la accion cambiaria directa promovida por Marcos Gonzalez Castillo,0
 en su caracter de apoderado general para pleitos y cobranzas de Materiales Star,0
 Sociedad Anonima de Capital Variable,0
 en contra de Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 procedimiento que se sustancio ante este juzgado dentro del proceso seguido en la via ejecutiva mercantil entre las partes enunciadas; el cual quedo registrado con el numero de expediente judicial 1/2016.,0
SEGUNDO: Se condena a la parte demandada a pagar a la parte actora material la cantidad de $450,0
000.00 cuatrocientos cincuenta mil pesos 00/100 moneda nacional. Pago que debera efectuarse dentro del termino legal de 3 tres dias siguientes al en que cause ejecutoria la presente resolucion,0
 o pueda llevarse a cabo su ejecucion. ,0
En la inteligencia que de omitir el cumplimiento de la presente determinacion,0
 se procedera al embargo (si no se ha hecho uso de tal derecho),0
 trance y remate de bienes propiedad de la parte demandada y con su producto se cubriran a la parte actora las prestaciones condenadas; ello,0
 en observancia a lo dispuesto en el articulo 1408 del ordenamiento mercantil en cita.,0
TERCERO: Se absuelve a la parte reo de pagar a la parte actora material la cantidad correspondiente a los danos y perjuicios ocasionados precisamente a la parte accionante con motivo de no haberse verificado el pago de la suma contenida en el texto del documento base de la accion,0
 de conformidad con lo establecido en la parte considerativa de este fallo definitorio.,0
CUARTO: No se hace condena especial en costas,0
 por lo que hace a esta instancia,0
 debiendo soportar cada una de las partes las que hubieren erogado la tramitacion del presente procedimiento,0
 atendiendo a las motivaciones que quedaron plasmadas en la parte considerativa de la presente resolucion.,0
Notifiquese. Asi,0
 en definitiva,0
 lo resolvio y firma el ciudadano licenciado Alfonso Leos Plata,0
 Juez Noveno de Jurisdiccion Concurrente del Primer Distrito Judicial del Estado de Nuevo Leon,0
 ante la fe del ciudadano licenciado Hector Chavez Mendoza,0
 secretario adscrito al juzgado que autoriza y da fe. Doy fe.,0
 La resolucion que antecede se publico en el Boletin Judicial numero 6845,0
 del dia 16 dieciseis de junio de 2016 dos mil dieciseis,0
 en cumplimiento de lo dispuesto por el articulo 145 de la Ley Organica del Poder Judicial del Estado de Nuevo Leon. Doy fe.,0
El ciudadano secretario.,0
ROSA ANDREA,1
ANDREA ALEXANDRA,1
SUSANA TERESA,1
ALEXANDRU MIHAI,1
ALEXANDRA DENISA,1
MARIA QUITERIA,1
ROBERTO FABIAN,1
TERESA CATALINA,1
GIGA,1
DRAGOS GEORGE,1
CESAR AGUSTIN,1
ROSA CONCEPCION,1
ENCARNA MARIA,1
KAREN ESTEFANIA,1
GALYNA,1
HUGO ROBERTO,1
FABIAN JESUS,1
VIORICA,1
MINERVA CARMEN,1
PILAR TERESA,1
GERMAN ANGEL,1
IVAYLO DIMITROV,1
MANUEL MARIO,1
CONCORDIA,1
SILVIA BELEN,1
BRYAN JESUS,1
KAREN ELIZABET,1
ANTONIO MARIAN,1
RAGNHILD,1
LUIS TOMAS,1
ION EUGEN,1
YULI,1
ELENA ANTONIA,1
MARINA LORENA,1
RUSLANAS,1
MARIA AINOA,1
TRAORE,1
OVIDIU,1
CLARITZA,1
SILVIA ANTONIA,1
FANNY CARMEN,1
PAUL IONUT,1
MARIA NAGORE,1
CLAVELINA,1
ALEJANDRA VICTORIA,1
MARIA GRACIANA,1
ALEJANDRO JOEL,1
YELIZAVETA,1
IONE,1
KALID,1
JOSEFINA MERCEDES,1
LUCAS LUIS,1
CLAUDIU DANIEL,1
JAVIER JOAQUIN,1
LUMINITA GABRIELA,1
GENOVAITE,1
JHOAN DAVID,1
JOSEP R,1
MIHAI CRISTIAN,1
FIDEL MANUEL,1
JOSEP VICENT,1
ALIOUNE,1
JOSE LORENZO,1
ASSANE,1
ANDREEA STEFANIA,1
FRANCISCUS JOHANNES,1
JUNYI,1
FLAVIUS DANIEL,1
ALBERTO MARTIN,1
FERNANDO PASCUAL,1
MARIA SANTO,1
LUCIANO JOSE,1
PETER ALFRED,1
OANA MARIA,1
LAURA CONSUELO,1
EUGEN ADRIAN,1
GUSTAVO PABLO,1
SANDRA JANETH,1
ISAAC FERNANDO,1
OSTAP,1
APARECIDA,1
JUAN RIBERA,1
SARAH VICTORIA,1
ENAITZ,1
ANGIE ALEXANDRA,1
LIMEI,1
MARIELY,1
FLORINA,1
PILAR ELISA,1
VIVEK,1
XINYAN,1
JORGE FERMIN,1
RICARDO GUILLERMO,1
ELSA ISABEL,1
YARELY,1
WEI,1
LESLEY,1
ANDRES GERARDO,1
MALENI,1
YUJUAN,1
ROQUE JACINTO,1
MATEI,1
CARMEN ESTELA,1
PARMENIA,1
LUCIENNE,1
ALFREDO DOMINGO,1
ROLANDE,1
DIANA MARGARITA,1
RICARDO JOAQUIN,1
PILAR JULIA,1
MINE,1
OXEL,1
SUSANA DOLORES,1
RAQUEL MIRIAM,1
ARENA,1
PAULUS,1
TEODOSIA,1
KEVIN WILLIAM,1
SUSAN MARIA,1
SELINA,1
FLORENCIA SOLEDAD,1
FAUSTINA MARIA,1
JOSE ROGELIO,1
EYDAN,1
AMAIUR,1
ELIAS FERNANDO,1
FRANCISCO ANTOLIN,1
XOSE ANTON,1
MARTHA INES,1
ISAK,1
AMADY,1
TRINIDAD DOLORES,1
LILIANA DANIELA,1
SEGUNDO MARIANO,1
BRYAN SANTIAGO,1
SANDRA INES,1
TSENKA,1
WALTER JOSE,1
ALEX RUBEN,1
ALICIA VALLE,1
ALFONSO BENITO,1
GEORGI BORISOV,1
HENRY SANTIAGO,1
FELIPE ESTEBAN,1
ADELA,1
JUAN NICASIO,1
HADIL,1
ZAFAR IQBAL,1
JINPING,1
NORMA YOLANDA,1
MARTHA ALEXANDRA,1
OUSSEYNOU,1
SOUBIHA,1
NELLA,1
CLAUDIA ALINA,1
BERNARDO,1
OSCAR MAURICIO,1
CLEOFE,1
GUILLERMO JULIO,1
CARLOS EUGENIO,1
CIELO,1
DELIRIO,1
LUISA OLGA,1
TOMAS JOSE,1
PERE JOAN,1
RONGGUANG,1
ATIKA,1
NELSON JORGE,1
CARL ANTHONY,1
LILIANA ELENA,1
CLAUDIANA,1
AUXILIO,1
ANTONIA LEONOR,1
ALEJANDRA INES,1
MONTSANT,1
CARMEN GENOVEVA,1
JOHANNA KATHERINE,1
MARIANA FLORICA,1
JOSEFA LAURA,1
BITOR,1
ISMAELA,1
DAVID LESLIE,1
ARARAT,1
ALICIA INMACULADA,1
DAVID FLORIN,1
LUIS XAVIER,1
IULIA ANDREEA,1
JOAN IGNASI,1
FERNANDO ROBERTO,1
NOE JESUS,1
NICOLE STEPHANIE,1
KELLY JOHANNA,1
ALEJANDRO ADOLFO,1
ALVARO GERMAN,1
TOMAS MATIAS,1
ADRIAN ISMAEL,1
MARIA AGUAS VIVAS,1
DOLORES ANDREA,1
IOANA FLORICA,1
ANDRIY,1
VERONICA LAURA,1
AZUZENA,1
MIREN LIBE,1
SEGUNDO MARIO,1
FLOR ISABEL,1
ROSEN,1
PABLO ISIDRO,1
MARY FRANCES,1
NESTOR DAVID,1
DIEGO JESUS,1
INMACULADA CARMEN,1
JHON ALBERTO,1
DAYANA CAROLINA,1
YONGGUANG,1
ANDRA MARIA,1
MARIA CONVERSION,1
GERMAN ROBERTO,1
GREGORIO ESTEBAN,1
MARIA ZENAIDA,1
CRISTOBAL RAFAEL,1
MICHAEL TERENCE,1
KATERINE,1
ROSENDO ANTONIO,1
CHUNLI,1
IFTIKHAR,1
MAITE MARIA,1
TONNY,1
MARIVEL,1
MICHAEL STIVEN,1
SAEED,1
MARGARITA INES,1
YOLANDA PINO,1
SAMUEL CARLOS,1
PAT,1
EMPERATRIZ,1
ANGELA MARY,1
ROCIO ELIZABETH,1
ANNA RITA,1
WILLIAM DARIO,1
FERNANDO HENRIQUE,1
DAILY,1
DEOLINDA,1
IOAN AUREL,1
JOSE MANUEL ANTONIO,1
ENRIQUE OMAR,1
MARIA PRADO,1
BONNIE,1
PEPE,1
NICOLAS EZEQUIEL,1
SUSAN MARIE,1
MONICA AMPARO,1
CLODOALDA,1
ALICIA GLORIA,1
MARIA LEIRE,1
OSCAR FELIX,1
NANCY ELIZABETH,1
FEDERICO IGNACIO,1
SERGIO MARIANO,1
JORGE ALFREDO,1
ANGEL ELADIO,1
WILMER FERNANDO,1
JUAN SALVADOR,1
FLORIN STEFAN,1
OSCAR RAUL,1
MAXIMILIAM,1
VANINA ANDREA,1
RAFILA,1
MIGUEL ELADIO,1
SOFIA CRISTINA,1
ANDREA ALEJANDRA,1
NATALE,1
VERONICA GABRIELA,1
PEDRO CRISTOBAL,1
IBTISSAME,1
CRISTINA MARCELA,1
ALBANO,1
ORFELINO,1
GHERGHINA,1
ANDROS,1
HANS DIETER,1
TIARE,1
JOSE MATIAS,1
INDIRA,1
CHRISTA MARIA,1
JUDITH MARGARET,1
DANIEL ISAIAS,1
NORMA CRISTINA,1
SUSANA LUISA,1
ARMINDA PINO,1
MIRIAM IRENE,1
JOHANA GABRIELA,1
IGNACIO ARIEL,1
CONCEPCION ISABEL,1
ANARAIDA,1
LAJOS,1
JULIA ANTONIA,1
RICARDO ARTURO,1
VICTOR DANIEL,1
MARIA JOHANNA,1
SERGIO EUGENIO,1
DRAGOS GABRIEL,1
MIRIAM NOEMI,1
BODO,1
CRISTINA CAROLINA,1
CLAUDIA XIMENA,1
ALLAN DAVID,1
FIZ,1
KARINA ALEJANDRA,1
MELANIE ELIZABETH,1
SEGUNDO LUIS,1
MARIO GUSTAVO,1
CLARITA,1
MANUEL CRUZ,1
LUCIA ASUNCION,1
MARGARITA AURORA,1
MAGDALENA CRISTINA,1
ROQUE JOAQUIN,1
TERESA NOEMI,1
KESTUTIS,1
MARIANA ISABEL,1
EUGENIO MARTIN,1
JOSEFA NATIVIDAD,1
ROSANA,1
IGNACIO GERMAN,1
WALTER ALEXIS,1
CORINA MARIANA,1
LUZ GEMA,1
CONNY,1
DARWIN SANTIAGO,1
LORENZO DOMINGO,1
DIEGO DAMIAN,1
LUIS DANIEL,1
CHENGJIE,1
SAFWAN,1
SEGUNDA,1
NOURELHOUDA,1
INES BEATRIZ,1
ZHU,1
CHEICK OUMAR,1
MARIA CELMIRA,1
OCTAVIO ANDRES,1
MARGARITA SILVIA,1
CIPRIAN ADRIAN,1
JOAN VICENÇ?,1
MARIA XOSE,1
CHUNLIAN,1
STANIMIRA,1
PATRICIA ROSARIO,1
ANRI,1
HARRI,1
ROBERT STEPHEN,1
GHEORGHE VIOREL,1
MARAH,1
ALEKSANDAR DIMITROV,1
SHI,1
ADRIANA CAROLINA,1
IZABEL CRISTINA,1
IVAN FEDERICO,1
JAVIER ISAAC,1
CANDELARIA ESTHER,1
CRISTINA PAZ,1
GONZALO ADRIAN,1
LUIS ALONSO,1
MIGUEL MARCOS,1
MARIA CRUZ,1
JUANA MAGDALENA,1
DAVID MARIANO,1
AYMEN,1
FIDEL ANTONIO,1
MARCELO LUIS,1
NINA MARIA,1
ANTONIO BORJA,1
MARTHA PILAR,1
MIHAI GHEORGHE,1
MARIA MERÇ?E,1
MONICA JOSEFA,1
JUAN PINO,1
BLANCA LOURDES,1
JAMES DOUGLAS,1
LUIS SERAFIN,1
MARIA EVELIA,1
IVETH,1
ANDRES SANTOS,1
MARIANA ROXANA,1
JOHNNY FERNANDO,1
EVA ELISABETH,1
JIANYING,1
CARLOS HECTOR,1
MARINA LUZ,1
NDEYE,1
VIVIANE,1
EDUARDO MATIAS,1
OSCAR HERNAN,1
EMILIANO CARLOS,1
SAYONARA,1
MONICA EDITH,1
DANIELE,1
SERGIO ANIBAL,1
STEFAN VIOREL,1
VAHAGN,1
JUAN RAUL,1
EVALDAS,1
JUAN GUALBERTO,1
YAMADOU,1
SUFIAN,1
YONGQIN,1
JENNIFER CARMEN,1
HUI,1
GLADYS BEATRIZ,1
CORAZON,1
MIHAIL DANIEL,1
BRUNA,1
LIDIA MARLENE,1
SABRIA,1
DAVID FELIX,1
JULIA BELEN,1
XIANPING,1
ANIUSKA,1
MARIA SAMANTHA,1
LAUDICEIA,1
DIEGO RAMIRO,1
ADRIANA ELISABETH,1
DANIEL THOMAS,1
MOHAMMADI,1
EMILIO ERNESTO,1
SIEGLINDE,1
CANUTA,1
ELISA CONCEPCION,1
ADIL,1
CATALINA IRENE,1
RHODA,1
CORNEL VASILE,1
DENNIS ALEJANDRO,1
AGUEDO,1
AMOR DIOS,1
FOUSSENY,1
PEDRO ALEXIS,1
SAFOUANE,1
HELENA,1
DIEGO GASTON,1
TAIMOOR,1
PAOLA CECILIA,1
DANIEL JAIME,1
ZULFIYA,1
DAVID ESTEBAN,1
ANNET,1
MARIA ELISENDA,1
DAVID RODRIGO,1
LEONARD WILLIAM,1
YOLANDA MERCEDES,1
OLGA ELENA,1
YAZZA,1
ALLEN,1
FRANTISEK,1
CHERRY,1
MANUEL LINO,1
ROBERT CRISTIAN,1
VICTOR CRISTIAN,1
SERGUEI,1
TEODORO ANGEL,1
RAOUF,1
ENERITZ,1
MARLIN,1
MIGDALIA,1
DESAMPARADO,1
CANDICE,1
MARILUZ,1
BRIAN STEVEN,1
STELLA MARY,1
MARIA MENCIA,1
PROCULO,1
MATEO DAVID,1
LILIAN BEATRIZ,1
MARC ANTHONY,1
JOSEFA AURELIA,1
MADALINA IOANA,1
MARCOLINO,1
CARLOS FIDEL,1
GABRIELA IONELA,1
MARIA BETSABE,1
CRAIG WILLIAM,1
ROSE,1
CLODOMIRA,1
SILVIU CATALIN,1
FATIMA PINO,1
IONELA RAMONA,1
ELENA LAURA,1
NICOLAS BENJAMIN,1
ADALBERTA,1
SUZANNE MARIE,1
QIUMEI,1
JOSE CESAREO,1
YONGLI,1
LUISE,1
EDUARDO ANGEL,1
SADAF,1
RODOLFO VALENTIN,1
ROBIN,1
SERHII,1
LISSETTE ESTEFANIA,1
ITZIAR MARIA,1
VIVIANNE,1
MABEL BEATRIZ,1
DAVID REYES,1
EDWIN RAFAEL,1
MIN,1
DOUA,1
SAMUEL JUAN,1
RAFAEL EDUARDO,1
NICOLAS AGUSTIN,1
SIHAM,1
MOULAY,1
ANGEL SERAFIN,1
STEFANIA ELENA,1
JUN JIE,1
YOLANDA BEATRIZ,1
NAOMI,1
SANTOS FRANCISCO,1
IOAN DOREL,1
HAJER,1
ANA YESICA,1
ESTILITA,1
ROSA REYES,1
ALINA PETRONELA,1
MARIO MANUEL,1
ALEXANDRA JANE,1
CLAUDIA MIRELA,1
ALEXANDRA ALINA,1
ELSBETH,1
SANTIAGO FERMIN,1
SERVILIANO,1
TAYSA,1
WALDINO,1
JOAQUIN CARMELO,1
EVA LAURA,1
ERUNDINA,1
ANA ESTEFANIA,1
MICHAEL JAVIER,1
BLANCA AMELIA,1
CLAUDIA CARMEN,1
MARIA KATERINA,1
HOUNAIDA,1
ANA MICAELA,1
LAURA ROMINA,1
LUZ CANDELARIA,1
JESUS JUSTO,1
MONA,1
ALARICO,1
JONATHAN PAUL,1
ALEJANDRO MATEO,1
SOUHAILA,1
DEREK ALEXANDER,1
ITZEL,1
ABIB,1
JOAQUIN FELIX,1
BREHIMA,1
OLGA LEONOR,1
FLOREANO,1
LIVIU CRISTIAN,1
JOSEFA MARIA PILAR,1
MARIA VENERANDA,1
DULCINEA,1
ANGELA INMACULADA,1
MARTIN MANUEL,1
ARDIEL,1
VICENTE SANTIAGO,1
URIEL JESUS,1
GENCHO,1
KIRILKA,1
CARLOS HORACIO,1
CONSTANCE,1
EDGARDO JAVIER,1
DARIA IOANA,1
DMITRIJ,1
JOSEPH DANIEL,1
SANTOS ANGEL,1
YUFEN,1
DUMITRU ADRIAN,1
GONZALO RAUL,1
DORINDA MARIA,1
PRZEMYSLAW,1
CANDELA,1
CLEMENTE,1
EMMANUEL,1
JOHAN ALEXANDER,1
FORTUNATO,1
GRISEL,1
JACOBUS JOHANNES,1
ELBA CRISTINA,1
JAIME DAVID,1
MURTAZA,1
MARC ALEXANDRE,1
YVONNE MARY,1
CLAUDIU NICOLAE,1
ALEX VINICIO,1
CARLOS PAUL,1
DIMITRU,1
LETICIA RAQUEL,1
ALICIA MARTA,1
GUOYING,1
YEUDIEL,1
MARGARITA ELISA,1
LUCELY,1
CARLES ALBERT,1
ALEXANDRA DIANA,1
SUSANA PILAR,1
IAN MICHAEL,1
SERGIO VICENTE,1
CARLOS MATIAS,1
OLGA YOLANDA,1
ELIANA ANDREA,1
MARTINA,1
JEFFERSON ANDRES,1
CINTO,1
MARIO FABIAN,1
LUIS NELSON,1
LETICIA INES,1
MIRTA RAQUEL,1
REYNA ISABEL,1
GAROFITA,1
ANA IRENE,1
JESUS DAMIAN,1
JAVIER FERNANDO,1
LUIS MARINO,1
ALEJANDRO RAMON,1
ANGELA INES,1
VASIL IVANOV,1
RICHARD ORLANDO,1
JOHANNES HENDRIKUS,1
MILAGROS CONCEPCION,1
VIRGINIA FRANCISCA,1
ALFREDO RAFAEL,1
ANTONIA CRUZ,1
DUMITRU NICOLAE,1
EMILIANO GABRIEL,1
GUSTAVO ALEXIS,1
LORENA RAQUEL,1
MARK STEVEN,1
MARIA ARIADNA,1
IRIOME,1
ALEXANDRU GHEORGHE,1
ADELA PATRICIA,1
FERDAOUS,1
NAZAN,1
JACINTO JOSE,1
IRA,1
RAMON MARIANO,1
OVIDIU CONSTANTIN,1
ALIMATOU,1
LIZETH,1
DAVI,1
KATIA CRISTINA,1
EDUARDO MANUEL,1
AMMAR,1
PAULA ROSA,1
MARIA ADELINA,1
JONATHAN FABRICIO,1
ALAINE,1
FELISA MERCEDES,1
CATALIN BOGDAN,1
EMILCE,1
GERARDO MIGUEL,1
ROCIO CECILIA,1
SURIA,1
SOFIAN,1
NAZRUL,1
ARISTIDES,1
PAUL ALIN,1
FERNANDO JULIAN,1
MAURO DAMIAN,1
MARIA DULCE NOMBRE,1
JOHANNA ELIZABETH,1
LINDA MARY,1
GIANLUCA,1
ANDRES ERNESTO,1
JASON JOHN,1
ALEJANDRO MARIO,1
MIREN IZASKUN,1
DANIELA IONELA,1
DRAGUTA,1
KELLY ANN,1
MARIO DAVID,1
EULOGIO JOSE,1
MAATI,1
AMARU,1
JUBAL,1
MARTA ANGELES,1
ALICIA CAROLINA,1
ALEXANDRU ILIE,1
JESUS GERMAN,1
DIEGO EMILIO,1
ROSEMERY,1
MARIA LUCIANA,1
IAKOV,1
SILVIU MARIAN,1
PAUL KEVIN,1
JOSEP VICENÇ?,1
FLORS,1
LISA JAYNE,1
JOSE LINO,1
EVA INES,1
MATEO FRANCISCO,1
INES TERESA,1
ALISON,1
SENOVIA,1
ANJARA,1
OMAR ERNESTO,1
ISIDRO SANTIAGO,1
PEDRO FABIAN,1
MARTHA MONICA,1
LUISA AMELIA,1
NELSON ARTURO,1
EMILIO GABRIEL,1
AIDA CECILIA,1
ERASMA,1
ANGEL MARCELO,1
SEVERIANA,1
ROSEANE,1
DARIUS NICOLAE,1
NANULI,1
ROSA EULALIA,1
MARINA LUISA,1
ADRIANA APARECIDA,1
ANA ALEXANDRA,1
PEDRO BENJAMIN,1
ARACELI PILAR,1
SANDRA JANE,1
ZELIA,1
SANTIAGO ANTON,1
VITORINO,1
DORIS LILIANA,1
WASHINGTON FERNANDO,1
MANUELA INES,1
KAREN ELIANA,1
YAMARA,1
MARIA JOSEFA ISABEL,1
SANTUSA,1
SERGIO CESAR,1
JACINT,1
JOSE ECHEDEY,1
UARDA,1
MAGDALENO,1
AGUSTIN JUAN,1
AGUSTIN CARLOS,1
IOANA MIRELA,1
JUAN FACUNDO,1
CATALINA JOSEFA,1
LARITZA,1
ANTONIA YOLANDA,1
MARIA ARGIMIRA,1
BRAYAN ALEXIS,1
MARIA NILSA,1
ROBERTO ARTURO,1
JEAN MARCO,1
MIGUEL LUCIANO,1
MANUEL DANIEL,1
FLORES MARIA,1
MOUNIR,1
CAI,1
GLICERIO,1
CESAR ARIEL,1
NAJIM,1
RICARDO SANTOS,1
CRISTIAN DUMITRU,1
MILAGROS ANGELES,1
ANA ABIGAIL,1
YOLANDA MARIA,1
MAGGIE,1
MARIA DALILA,1
MAIKE,1
CARLOS JUNIOR,1
ORENTINA,1
ANA MAR,1
JAROSLAW,1
LUIS GERMAN,1
ANGELICA MARIA,1
ASSIA,1
GLORIA ROCIO,1
DELFIN ANTONIO,1
VIVIANA ELIZABETH,1
IDY,1
MARIA ERICA,1
CARMELO ENRIQUE,1
RAMIRO NICOLAS,1
MARK DAVID,1
KILIAN DAVID,1
GOUNDO,1
CALA,1
CARMEN AUXILIADORA,1
NICULAI,1
KIM ELIZABETH,1
ROSA SILVIA,1
DAYONG,1
PETER KLAUS,1
ANDREEA LARISA,1
MARIA JULIA,1
JULIAN NICOLAS,1
ANA ROCIO,1
ARELIS,1
EL KHAMSSA,1
CIRIACA,1
AMANDO,1
NAIN,1
SUSANA LOURDES,1
JOHAN SEBASTIAN,1
MANUEL CECILIO,1
MAFTEI,1
EFIDENCIA,1
PING,1
ANGEL GILBERTO,1
JUANA VANESA,1
DAVID MARIAN,1
ZHENGWEI,1
JADIYETU,1
LUIS PABLO,1
SAMUEL ENRIQUE,1
PAOLA NOEMI,1
LUIS ARIEL,1
JULIAN MAURICIO,1
FLOR ELISA,1
CALLUM,1
FRANCISCO JOSE LUIS,1
IDELFONSO,1
ROSA ADORACION,1
IZARA,1
MARIA LLEDO,1
HAYATE,1
CASANDRA,1
PETER FRANCIS,1
DANIELA SUSANA,1
YUKA,1
DAVID KEITH,1
CIRINA,1
VICENTE MARIANO,1
TESS,1
BELEN ALEJANDRA,1
DAN ADRIAN,1
DAMIAN ANDRES,1
LEIDY DAYANA,1
JOSE MARIA MIGUEL,1
GEMA ROSARIO,1
JUAN ADAY,1
ROMINA LAURA,1
GUILLERMO JUAN,1
YAIMARA,1
ANTONIA SUSANA,1
GEOFFREY THOMAS,1
HUGO JESUS,1
JUAN GONZALO,1
VICTOR IVAN,1
RAFAEL ANTONIO,1
ARMELINDA,1
MAURO NICOLAS,1
REMCO,1
MARINE,1
MAXIMILIANO DAVID,1
LUIS GUSTAVO,1
VICENTA MARTA,1
IAN EDWARD,1
AUDELINA,1
DIEGO MIGUEL,1
MERCEDES TERESA,1
JULIO MARCELO,1
MIRIAM EDITH,1
CHRISTIAN RODRIGO,1
JEAN,1
MARIA ZAIDA,1
JARMILA,1
MARIA AGNES,1
JIANFEI,1
MATIAS JUAN,1
LILIAN ROCIO,1
NABEL,1
GIORGICA,1
LUKASZ PIOTR,1
JAIME ALFONSO,1
SIENA,1
COSMIN IONUT,1
POLICARPO,1
JENNY MARGOTH,1
PATRICIA KATHLEEN,1
BABOU,1
GREGORIO ANGEL,1
MIRIAM TERESA,1
LINDA,1
ALFREDO RICARDO,1
ANDREW STEPHEN,1
ANGELA PAULA,1
ANNAIS,1
PEDRO REYES,1
JULIA AMELIA,1
THAMARA,1
LUCIANO MANUEL,1
ABDELHANIN,1
CHRISTIAN JESUS,1
FRANCISCO XOSE,1
ANGELA REYES,1
RICHARD ANTONIO,1
MAHIR,1
HERMENEGIL,1
MARIA LUISA DOLORES,1
ANA TOMASA,1
VALENTIN CLAUDIU,1
AMPARO ROSA,1
ASSUMPCIO,1
SIMONA MARIANA,1
ISAMARA,1
RAUL CATALIN,1
JENNY LORENA,1
MARIA MAXIMA,1
MIRO,1
ISMAEL SANTIAGO,1
MANUEL GINES,1
MARIA VICTORIA PILAR,1
LANDING,1
JOHN RAYMOND,1
MARIA FAUSTINA,1
HOLLIE,1
GLORIA ALICIA,1
ANDREEA IOANA,1
VICENTE FERRER,1
NORMA ESTHER,1
AURELIE,1
JUAN,1
RAFAEL GERARDO,1
MARGARITA EMILIA,1
DIANA MARIA,1
ALIREZA,1
JOHN EDUARDO,1
SORIN NICOLAE,1
MARIA FALGAS,1
JOSE ULISES,1
BRAUDILIA,1
SOLOMIYA,1
MARIA CHRISTINA,1
LETICIA BEATRIZ,1
SOFICA,1
VESKO,1
GEORGETA MIHAELA,1
MICHELE,1
JUANA PATRICIA,1
EDUARDO FELIPE,1
ALBITO,1
SANDRA FABIOLA,1
ROSALIA MERCEDES,1
CARLA TATIANA,1
MARIA GEMMA,1
EGOI,1
FLORIN MARCEL,1
JUAN BAUSTISTA,1
JAVIER AITOR,1
NANCI,1
CRISTINELA,1
ANNA ELISABET,1
MARINA ESPERANZA,1
EMELIA,1
MARINA ISABEL,1
SELENA MARIA,1
ZI HAO,1
PREDESTINACION,1
ROBERTO SERGIO,1
LUIS CARLOS,1
NICOLAS ESTEBAN,1
DAVID MARK,1
ARIADNA,1
OLGA VICTORIA,1
ILIE FLORIN,1
RUTH MAGDALENA,1
MARIA ETHEL,1
SISI,1
MANUEL FELICIANO,1
KAREN ANN,1
FRANCISCA TERES,1
LAURA RAMONA,1
JOSE PINO,1
ERCILIA,1
ANA RAMONA,1
LUCIA CATALINA,1
ELENA IVANOVA,1
